circuit,start,timing,KH,TAUH_s,age_h,VOBS_V,frame,i_nA
8T1C_no_T7,black,real_60Hz,0.05,0.001,3000,5,5,229.164373
8T1C_no_T7,black,real_60Hz,0.05,0.001,3000,5,6,229.162844
8T1C_no_T7,black,real_60Hz,0.05,0.001,3000,5,7,229.164063
8T1C_no_T7,black,real_60Hz,0.05,0.001,3000,5,8,229.168617
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,1,236.86336
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,2,229.448148
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,3,229.174766
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,4,229.165744
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,5,229.167607
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,6,229.166927
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,7,229.16788
8T1C_no_T7,white,real_60Hz,0.05,0.001,3000,5,8,229.165214
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,1,252.674285
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,2,255.812497
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,3,256.521056
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,4,256.681857
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,5,256.719393
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,6,256.727013
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,7,256.730048
8T1C_no_T7,black,real_60Hz,0.05,0.01,0,5,8,256.727862
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,1,261.809342
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,2,257.867685
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,3,256.983272
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,4,256.787138
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,5,256.741167
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,6,256.731012
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,7,256.730678
8T1C_no_T7,white,real_60Hz,0.05,0.01,0,5,8,256.729299
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,1,266.863622
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,2,280.08799
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,3,281.098311
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,4,281.173729
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,5,281.180719
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,6,281.180203
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,7,281.18055
8T1C_no_T7,black,real_60Hz,0.1,0.001,0,5,8,281.177142
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,1,298.703071
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,2,282.485822
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,3,281.275972
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,4,281.188735
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,5,281.181781
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,6,281.18748
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,7,281.189192
8T1C_no_T7,white,real_60Hz,0.1,0.001,0,5,8,281.182703
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,1,258.560772
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,2,258.564007
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,3,258.562822
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,4,258.562022
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,5,258.56398
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,6,258.563329
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,7,258.563911
8T1C_no_T8,black,real_60Hz,0,0.001,0,5,8,258.563971
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,1,258.563952
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,2,258.563795
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,3,258.563532
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,4,258.561788
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,5,258.566208
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,6,258.566725
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,7,258.564346
8T1C_no_T8,white,real_60Hz,0,0.001,0,5,8,258.564033
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,1,253.934955
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,2,257.648561
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,3,257.722302
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,4,257.726087
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,5,257.724581
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,6,257.723738
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,7,257.725312
8T1C_no_T8,black,real_60Hz,0.02,0.001,0,5,8,257.721471
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,1,262.026731
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,2,257.812147
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,3,257.726586
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,4,257.721374
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,5,257.724505
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,6,257.722967
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,7,257.726198
8T1C_no_T8,white,real_60Hz,0.02,0.001,0,5,8,257.722426
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,1,242.721536
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,2,251.968687
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,3,252.450381
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,4,252.474406
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,5,252.477532
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,6,252.475028
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,7,252.474733
8T1C_no_T8,black,real_60Hz,0.05,0.0001,0,5,8,252.475121
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,1,261.958087
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,2,252.957533
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,3,252.499368
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,4,252.477379
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,5,252.475736
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,6,252.475265
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,7,252.47512
8T1C_no_T8,white,real_60Hz,0.05,0.0001,0,5,8,252.475122
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,1,246.984928
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,2,255.823946
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,3,256.278075
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,4,256.302221
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,5,256.297938
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,6,256.302364
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,7,256.302246
8T1C_no_T8,black,real_60Hz,0.05,0.001,0,5,8,256.30127
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,1,267.032058
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,2,256.836235
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,3,256.329037
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,4,256.303456
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,5,256.301204
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,6,256.300663
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,7,256.302011
8T1C_no_T8,white,real_60Hz,0.05,0.001,0,5,8,256.301223
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,1,219.527347
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,2,227.639883
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,3,228.053361
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,4,228.071263
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,5,228.072066
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,6,228.070606
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,7,228.072299
8T1C_no_T8,black,real_60Hz,0.05,0.001,1000,5,8,228.072285
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,1,238.114705
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,2,228.575087
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,3,228.099189
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,4,228.07171
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,5,228.072017
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,6,228.072099
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,7,228.069879
8T1C_no_T8,white,real_60Hz,0.05,0.001,1000,5,8,228.071501
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,1,210.15826
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,2,217.998058
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,3,218.396405
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,4,218.415533
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,5,218.417538
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,6,218.419159
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,7,218.413969
8T1C_no_T8,black,real_60Hz,0.05,0.001,3000,5,8,218.420175
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,1,228.185332
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,2,218.901103
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,3,218.438288
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,4,218.416962
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,5,218.418553
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,6,218.418878
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,7,218.413725
8T1C_no_T8,white,real_60Hz,0.05,0.001,3000,5,8,218.415481
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,1,251.60304
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,2,254.852694
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,3,255.59617
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,4,255.764601
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,5,255.799587
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,6,255.809504
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,7,255.810604
8T1C_no_T8,black,real_60Hz,0.05,0.01,0,5,8,255.812291
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,1,261.038478
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,2,256.989607
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,3,256.079341
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,4,255.870793
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,5,255.822801
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,6,255.8134
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,7,255.810432
8T1C_no_T8,white,real_60Hz,0.05,0.01,0,5,8,255.81251
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,1,235.370715
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,2,251.610545
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,3,253.264387
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,4,253.430775
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,5,253.447653
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,6,253.446586
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,7,253.446359
8T1C_no_T8,black,real_60Hz,0.1,0.001,0,5,8,253.450293
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,1,274.772027
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,2,255.534202
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,3,253.654724
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,4,253.469285
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,5,253.45054
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,6,253.445676
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,7,253.446621
8T1C_no_T8,white,real_60Hz,0.1,0.001,0,5,8,253.448227
